Type,Section,W,Massa linear,Area,d,bf,b2,tw,t,y,yp,bf/2tf,b/t,Ix,Iy,J2,J,ro,H3
WT,WT265X204.5,205,0.2,26400,307,328,–,31.0,–,73.7,40.4,2.95,–,175000000,164000000,22300,22300000,122,0.859
WT,WT265X184.5,185,0.2,23900,302,325,–,27.9,–,70.4,36.8,3.22,–,153000000,145000000,16700,16700000,121,0.860
WT,WT265X166,166,0.2,21400,297,323,–,25.4,–,67.6,33.3,3.55,–,135000000,128000000,12300,12300000,119,0.859
WT,WT265X150,150,0.2,19100,292,320,–,23.1,–,65.3,30.0,3.86,–,119000000,113000000,8490,8490000,119,0.859
WT,WT265X136,136,0.1,17300,290,318,–,21.1,–,63.0,27.2,4.22,–,105000000,100000000,6370,6370000,118,0.859
WT,WT265X124,124,0.1,15700,284,315,–,19.1,–,60.7,25.0,4.57,–,94100000,90300000,4910,4910000,117,0.861
WT,WT265X109.5,110,0.1,13900,279,318,–,18.3,–,60.7,21.9,5.44,–,84900000,78300000,3200,3200000,118,0.846
WT,WT265X98,98.0,0.1,12500,277,315,–,16.5,–,59.2,19.8,6.01,–,75300000,69100000,2340,2340000,117,0.845
WT,WT265X91,91.0,0.1,11500,274,315,–,15.2,–,57.9,18.4,6.45,–,69100000,63300000,1860,1860000,116,0.846
WT,WT265X82.5,82.5,0.1,10500,274,312,–,14.0,–,56.6,16.8,7.05,–,62400000,57000000,1420,1420000,116,0.845
WT,WT265X75,75.0,0.1,9610,272,312,–,12.7,–,55.4,15.4,7.68,–,56200000,51600000,1080,1080000,115,0.846
WT,WT265X69,69.0,0.1,8840,274,214,–,14.7,–,69.6,20.6,4.53,–,59900000,19300000,1250,1250000,111,0.730
WT,WT265X61.5,61.5,0.1,7870,272,212,–,13.1,–,67.6,18.5,5.00,–,52900000,16900000,899,899000,110,0.732
WT,WT265X54.5,54.5,0.1,6900,269,211,–,11.6,–,66.0,16.4,5.60,–,45800000,14700000,629,629000,109,0.732
WT,WT265X50.5,50.5,0.1,6450,269,210,–,10.9,–,65.8,15.4,6.04,–,42900000,13500000,508,508000,109,0.728
WT,WT265X46,46.0,0.0,5890,267,209,–,10.2,–,65.5,14.1,6.70,–,39000000,11900000,380,380000,109,0.721
WT,WT265X41,41.0,0.0,5230,264,209,–,9.53,–,67.1,12.5,7.87,–,35100000,10100000,257,257000,111,0.703
WT,WT265X36,36.0,0.0,4560,262,207,–,8.89,–,69.6,11.7,9.47,–,31200000,8070000,166,166000,113,0.676
WT,WT265X42.5,42.5,0.0,5400,267,167,–,10.3,–,72.4,16.2,5.04,–,37600000,6370000,368,368000,111,0.665
WT,WT265X37,37.0,0.0,4750,264,166,–,9.65,–,74.4,19.6,6.10,–,33400000,5200000,237,237000,113,0.640
WT,WT265X33,33.0,0.0,4190,262,165,–,8.89,–,75.7,26.9,7.22,–,29600000,4290000,159,159000,114,0.623
WT,WT230X232,232,0.2,29500,284,305,–,38.6,–,74.4,48.5,2.19,–,159000000,166000000,36300,36300000,112,0.875
WT,WT230X210.5,211,0.2,26900,277,302,–,35.6,–,71.1,44.5,2.38,–,140000000,147000000,27700,27700000,111,0.873
WT,WT230X192,192,0.2,24500,272,300,–,32.5,–,68.1,40.9,2.56,–,124000000,131000000,21300,21300000,109,0.874
WT,WT230X174.5,175,0.2,22100,267,297,–,29.5,–,64.8,37.6,2.76,–,109000000,116000000,16300,16300000,107,0.875
WT,WT230X157.5,158,0.2,20100,262,295,–,26.9,–,62.0,34.0,3.02,–,95300000,102000000,12100,12100000,106,0.874
WT,WT230X143,143,0.1,18100,259,292,–,24.4,–,59.4,31.2,3.27,–,84100000,91600000,9280,9280000,105,0.875
WT,WT230X130,130,0.1,16600,254,290,–,22.6,–,57.4,28.7,3.58,–,75300000,81600000,6990,6990000,104,0.872
WT,WT230X117.5,118,0.1,15000,250,287,–,20.6,–,55.1,25.9,3.92,–,66600000,72400000,5200,5200000,103,0.872
WT,WT230X106.5,107,0.1,13500,248,284,–,18.5,–,53.1,23.8,4.25,–,59100000,64900000,3990,3990000,102,0.874
WT,WT230X96.5,96.5,0.1,12400,245,284,–,17.0,–,51.3,21.7,4.65,–,52900000,57900000,3010,3010000,102,0.873
WT,WT230X88.5,88.5,0.1,11400,241,287,–,16.6,–,51.6,19.8,5.31,–,49500000,52400000,2210,2210000,102,0.862
WT,WT230X79,79.0,0.1,10100,238,284,–,15.0,–,50.0,17.7,5.96,–,43300000,45800000,1550,1550000,102,0.860
WT,WT230X72,72.0,0.1,9160,236,282,–,13.6,–,48.5,16.3,6.41,–,39000000,41600000,1220,1220000,101,0.863
WT,WT230X64,64.0,0.1,8190,234,282,–,12.2,–,47.2,14.5,7.20,–,34300000,36500000,849,849000,100,0.861
WT,WT230X56.5,56.5,0.1,7160,231,279,–,10.8,–,45.7,12.8,8.11,–,29900000,31700000,587,587000,99.8,0.861
WT,WT230X53,53.0,0.1,6710,235,194,–,12.6,–,57.4,17.3,4.71,–,32500000,12500000,724,724000,94.5,0.752
WT,WT230X48.5,48.5,0.0,6160,233,193,–,11.4,–,55.9,16.0,5.06,–,29400000,11400000,566,566000,93.7,0.755
WT,WT230X44.5,44.5,0.0,5690,232,192,–,10.5,–,54.9,14.8,5.44,–,26900000,10400000,450,450000,93.2,0.756
WT,WT230X41,41.0,0.0,5230,230,191,–,9.91,–,54.9,13.7,5.98,–,24800000,9370000,345,345000,93.5,0.749
WT,WT230X37,37.0,0.0,4740,229,191,–,9.02,–,53.8,12.4,6.57,–,22300000,8320000,258,258000,93.0,0.748
WT,WT230X34,34.0,0.0,4370,229,154,–,9.14,–,59.2,14.2,5.01,–,21700000,4700000,253,253000,93.2,0.695
WT,WT230X30,30.0,0.0,3790,227,153,–,8.00,–,58.2,12.4,5.73,–,18600000,3980000,168,168000,92.7,0.693
WT,WT230X26,26.0,0.0,3320,225,152,–,7.62,–,60.7,11.4,7.06,–,16700000,3190000,105,105000,95.0,0.662
WT,WT205X74.5,74.5,0.1,9480,216,264,–,14.9,–,44.7,17.9,5.29,–,32000000,38800000,1600,1600000,92.2,0.878
WT,WT205X66,66.0,0.1,8450,213,264,–,13.3,–,43.2,16.0,5.92,–,28000000,33800000,1130,1130000,91.4,0.877
WT,WT205X57,57.0,0.1,7290,210,262,–,11.6,–,41.4,13.9,6.77,–,23700000,28800000,741,741000,90.7,0.877
WT,WT205X50,50.0,0.1,6330,208,259,–,10.0,–,39.6,12.2,7.70,–,20200000,24800000,495,495000,89.9,0.879
WT,WT205X42.5,42.5,0.0,5410,209,181,–,10.9,–,49.3,15.0,4.98,–,20300000,8990000,458,458000,83.8,0.770
WT,WT205X37.5,37.5,0.0,4750,207,180,–,9.65,–,48.0,13.2,5.61,–,17600000,7740000,316,316000,83.3,0.769
WT,WT205X33.5,33.5,0.0,4280,205,179,–,8.76,–,47.2,12.0,6.23,–,15700000,6830000,231,231000,83.1,0.767
WT,WT205X30,30.0,0.0,3800,203,178,–,7.75,–,46.0,10.7,6.93,–,13800000,5990000,165,165000,82.3,0.769
WT,WT205X26.5,26.5,0.0,3410,201,178,–,7.49,–,47.8,9.60,8.12,–,12700000,5080000,113,113000,83.8,0.745
WT,WT205X23.05,23.1,0.0,2940,202,140,–,6.99,–,51.3,10.5,6.28,–,11400000,2580000,95.7,95700,82.8,0.695
WT,WT205X19.4,19.4,0.0,2480,199,140,–,6.35,–,53.1,9.45,7.97,–,9780000,1990000,54.1,54100,84.3,0.667
WT,WT180X694.5,695,0.7,83200,300,478,–,100,–,98.6,87.1,1.71,–,433000000,1280000000,462000,462000000,146,0.962
WT,WT180X601,601,0.6,76800,290,472,–,95.0,–,93.7,81.3,1.82,–,374000000,1150000000,374000,374000000,144,0.960
WT,WT180X543,543,0.5,69000,284,455,–,78.0,–,88.1,76.2,1.82,–,308000000,982000000,297000,297000000,139,0.966
WT,WT180X495,495,0.5,63100,274,450,–,71.9,–,82.6,70.4,1.95,–,259000000,866000000,231000,231000000,136,0.966
WT,WT180X450,450,0.5,57400,267,442,–,66.0,–,77.5,64.8,2.09,–,218000000,766000000,179000,179000000,133,0.966
WT,WT180X409,409,0.4,52200,257,437,–,60.5,–,72.4,59.7,2.25,–,184000000,678000000,138000,138000000,131,0.966
WT,WT180X372,372,0.4,47400,249,432,–,55.6,–,67.8,54.9,2.43,–,156000000,599000000,106000,106000000,129,0.967
WT,WT180X338.5,339,0.3,43200,242,427,–,51.3,–,63.8,50.5,2.62,–,134000000,533000000,81600,81600000,126,0.967
WT,WT180X317,317,0.3,40500,237,424,–,47.8,–,61.0,47.8,2.75,–,119000000,491000000,68300,68300000,125,0.968
WT,WT180X296,296,0.3,37700,232,422,–,45.0,–,58.4,44.7,2.92,–,107000000,454000000,56200,56200000,124,0.968
WT,WT180X275.5,276,0.3,35100,228,419,–,42.2,–,55.6,41.9,3.10,–,95300000,414000000,45800,45800000,122,0.968
WT,WT180X254.5,255,0.3,32500,223,417,–,39.1,–,53.1,39.1,3.31,–,84500000,376000000,36800,36800000,121,0.968
WT,WT180X231.5,232,0.2,29500,217,411,–,35.8,–,50.0,35.8,3.59,–,73300000,336000000,28100,28100000,120,0.969
WT,WT180X210.5,211,0.2,26800,213,409,–,32.8,–,47.2,32.8,3.89,–,63700000,301000000,21600,21600000,118,0.969
WT,WT180X191,191,0.2,24400,208,406,–,30.0,–,44.5,30.0,4.23,–,55400000,268000000,16400,16400000,117,0.969
WT,WT180X173.5,174,0.2,22100,204,404,–,27.2,–,41.9,27.4,4.62,–,48300000,240000000,12300,12300000,116,0.970
WT,WT180X157,157,0.2,20000,200,401,–,24.9,–,39.9,24.9,5.06,–,42500000,214000000,9240,9240000,115,0.970
WT,WT180X143.5,144,0.1,18300,197,399,–,22.6,–,37.8,22.9,5.45,–,37400000,194000000,7200,7200000,114,0.971
WT,WT180X131,131,0.1,16700,193,399,–,21.1,–,36.3,21.0,5.97,–,33500000,174000000,5490,5490000,113,0.970
WT,WT180X118.5,119,0.1,15100,190,396,–,18.9,–,34.3,19.1,6.54,–,29200000,156000000,4100,4100000,113,0.971
WT,WT180X108,108,0.1,13700,188,394,–,17.3,–,32.8,17.5,7.11,–,26000000,141000000,3150,3150000,112,0.971
WT,WT180X98,98.0,0.1,12500,186,373,–,16.4,–,32.8,16.7,7.15,–,24100000,114000000,2550,2550000,107,0.966
WT,WT180X89.5,89.5,0.1,11400,184,373,–,15.0,–,31.5,15.3,7.80,–,21500000,103000000,1940,1940000,106,0.966
WT,WT180X81,81.0,0.1,10300,182,371,–,13.3,–,29.7,13.9,8.49,–,18900000,92800000,1480,1480000,106,0.968
WT,WT180X73.5,73.5,0.1,9420,180,371,–,12.3,–,29.0,12.7,9.34,–,17000000,83700000,1120,1120000,105,0.967
WT,WT180X67,67.0,0.1,8520,178,368,–,11.2,–,27.7,11.6,10.2,–,15200000,75300000,845,845000,105,0.968
WT,WT180X61,61.0,0.1,7740,182,257,–,13.0,–,35.3,15.1,5.92,–,17100000,30800000,1050,1050000,82.3,0.912
WT,WT180X55,55.0,0.1,7030,180,257,–,11.4,–,33.5,13.7,6.41,–,15000000,27800000,803,803000,81.5,0.916
WT,WT180X50.5,50.5,0.1,6450,178,254,–,10.5,–,32.8,12.6,6.97,–,13600000,25300000,624,624000,81.0,0.916
WT,WT180X45.5,45.5,0.0,5780,177,254,–,9.53,–,31.8,11.4,7.75,–,12000000,22400000,454,454000,80.5,0.915
WT,WT180X39.5,39.5,0.0,5030,177,205,–,9.40,–,35.1,12.3,6.11,–,11500000,12000000,402,402000,73.4,0.868
WT,WT180X36,36.0,0.0,4560,175,204,–,8.64,–,34.3,11.2,6.75,–,10400000,10700000,301,301000,72.9,0.866
WT,WT180X32,32.0,0.0,4070,173,203,–,7.75,–,33.3,10.0,7.54,–,9120000,9410000,217,217000,72.6,0.865
WT,WT180X28.9,28.9,0.0,3600,179,172,–,7.87,–,39.1,10.5,6.57,–,9700000,5540000,166,166000,72.6,0.799
WT,WT180X25.5,25.5,0.0,3230,178,171,–,7.24,–,38.9,9.42,7.41,–,8700000,4830000,118,118000,72.9,0.792
WT,WT180X22,22.0,0.0,2850,176,171,–,6.86,–,40.1,8.36,8.74,–,7910000,4070000,79.1,79100,73.7,0.772
WT,WT180X19.5,19.5,0.0,2480,177,128,–,6.48,–,43.7,9.73,5.98,–,7200000,1850000,74.5,74500,71.6,0.712
WT,WT180X16.45,16.5,0.0,2100,174,127,–,5.84,–,44.7,8.26,7.46,–,6160000,1460000,43.3,43300,72.6,0.689
WT,WT155X250,250,0.3,31900,214,340,–,45.2,–,58.7,46.7,2.26,–,79100000,247000000,49900,49900000,103,0.958
WT,WT155X227,227,0.2,28800,207,335,–,41.4,–,54.9,42.9,2.45,–,67400000,219000000,38300,38300000,102,0.959
WT,WT155X207.5,208,0.2,26500,201,333,–,38.9,–,52.1,39.6,2.66,–,58700000,195000000,29500,29500000,100,0.958
WT,WT155X187.5,188,0.2,23900,196,330,–,35.6,–,48.8,36.1,2.89,–,50400000,172000000,22300,22300000,98.6,0.958
WT,WT155X171,171,0.2,21800,191,328,–,32.8,–,46.2,33.3,3.11,–,44100000,154000000,17300,17300000,97.3,0.958
WT,WT155X156.5,157,0.2,19900,187,325,–,30.0,–,43.7,30.7,3.37,–,38300000,138000000,13400,13400000,96.3,0.958
WT,WT155X141.5,142,0.1,18100,183,323,–,26.9,–,41.1,27.9,3.65,–,32900000,123000000,10100,10100000,94.7,0.960
WT,WT155X126.5,127,0.1,16100,178,320,–,24.4,–,38.6,25.2,4.03,–,28200000,108000000,7370,7370000,93.7,0.960
WT,WT155X113,113,0.1,14500,174,318,–,22.1,–,36.3,22.8,4.46,–,24300000,94500000,5330,5330000,92.7,0.960
WT,WT155X101,101,0.1,12900,170,315,–,20.1,–,34.3,20.4,4.96,–,21100000,82800000,3830,3830000,91.7,0.959
WT,WT155X89.5,89.5,0.1,11400,167,312,–,18.0,–,32.5,18.2,5.57,–,18100000,71600000,2670,2670000,90.7,0.959
WT,WT155X79,79.0,0.1,10100,164,310,–,15.5,–,30.2,16.2,6.17,–,15100000,62900000,1890,1890000,89.7,0.961
WT,WT155X71.5,71.5,0.1,9100,162,310,–,14.0,–,28.7,14.7,6.76,–,13300000,56200000,1420,1420000,89.2,0.962
WT,WT155X64.5,64.5,0.1,8260,159,307,–,13.1,–,27.9,13.4,7.48,–,12000000,49900000,1060,1060000,88.6,0.960
WT,WT155X58.5,58.5,0.1,7480,157,307,–,11.9,–,26.9,12.2,8.22,–,10700000,45000000,795,795000,88.1,0.960
WT,WT155X53.5,53.5,0.1,6840,156,305,–,10.9,–,25.9,11.2,8.99,–,9660000,40600000,608,608000,87.6,0.960
WT,WT155X48.5,48.5,0.0,6150,154,305,–,9.91,–,25.0,10.1,9.92,–,8570000,36300000,454,454000,87.1,0.960
WT,WT155X43,43.0,0.0,5500,155,254,–,9.14,–,26.2,10.8,7.82,–,7950000,22300000,437,437000,76.2,0.944
WT,WT155X39.5,39.5,0.0,5020,153,254,–,8.76,–,25.9,9.88,8.69,–,7370000,19900000,328,328000,76.2,0.939
WT,WT155X37,37.0,0.0,4710,155,205,–,9.40,–,29.7,11.5,6.31,–,7780000,11700000,356,356000,67.8,0.899
WT,WT155X33.5,33.5,0.0,4230,153,204,–,8.51,–,28.7,10.4,7.00,–,6910000,10400000,261,261000,67.6,0.898
WT,WT155X30,30.0,0.0,3770,152,203,–,7.49,–,27.7,9.27,7.77,–,5990000,9160000,188,188000,66.8,0.901
WT,WT155X26,26.0,0.0,3340,159,167,–,7.62,–,33.0,10.0,6.31,–,6660000,5080000,154,154000,65.0,0.834
WT,WT155X22.25,22.3,0.0,2840,157,166,–,6.60,–,32.3,8.56,7.41,–,5620000,4250000,94.9,94900,64.5,0.830
WT,WT155X19.35,19.4,0.0,2460,155,165,–,5.84,–,31.8,7.49,8.54,–,4870000,3600000,62.4,62400,64.5,0.827
WT,WT155X16.35,16.4,0.0,2090,156,102,–,6.60,–,41.4,10.2,4.74,–,4870000,970000,60.8,60800,64.0,0.683
WT,WT155X14.15,14.2,0.0,1800,154,102,–,5.97,–,41.9,8.84,5.72,–,4200000,783000,37.4,37400,64.5,0.665
WT,WT155X11.9,11.9,0.0,1520,152,101,–,5.59,–,44.2,16.2,7.53,–,3620000,587000,21.3,21300,66.5,0.624
WT,WT155X10.5,10.5,0.0,1340,151,101,–,5.08,–,44.7,19.3,8.82,–,3190000,491000,14.6,14600,67.1,0.611
WT,WT125X83.5,83.5,0.1,10600,144,264,–,19.2,–,30.7,20.1,4.17,–,11900000,49100000,3120,3120000,77.2,0.963
WT,WT125X74.5,74.5,0.1,9480,141,262,–,17.3,–,28.7,18.1,4.62,–,10200000,42900000,2250,2250000,76.2,0.964
WT,WT125X65.5,65.5,0.1,8390,138,262,–,15.4,–,26.9,16.0,5.18,–,8660000,37200000,1560,1560000,75.4,0.964
WT,WT125X57.5,57.5,0.1,7290,135,259,–,13.5,–,25.1,14.1,5.86,–,7240000,32000000,1060,1060000,74.7,0.964
WT,WT125X50.5,50.5,0.1,6450,132,257,–,11.9,–,23.7,12.5,6.58,–,6200000,27800000,741,741000,73.9,0.965
WT,WT125X44.5,44.5,0.0,5700,130,257,–,10.7,–,22.5,11.1,7.41,–,5370000,24200000,512,512000,73.4,0.964
WT,WT125X40,40.0,0.0,5100,128,254,–,9.40,–,21.2,10.0,8.15,–,4620000,21500000,378,378000,72.9,0.966
WT,WT125X36.5,36.5,0.0,4650,127,254,–,8.64,–,20.5,9.17,8.93,–,4160000,19400000,288,288000,72.4,0.966
WT,WT125X33.5,33.5,0.0,4280,128,204,–,8.89,–,23.0,10.5,6.47,–,4250000,11100000,313,313000,61.7,0.940
WT,WT125X29,29.0,0.0,3700,126,203,–,8.00,–,22.3,9.12,7.53,–,3680000,9370000,203,203000,61.5,0.936
WT,WT125X24.55,24.6,0.0,3130,124,202,–,7.37,–,22.1,7.75,9.15,–,3210000,7620000,121,121000,61.0,0.927
WT,WT125X22.4,22.4,0.0,2850,133,148,–,7.62,–,27.9,9.65,5.70,–,3860000,3480000,129,129000,55.1,0.849
WT,WT125X19.25,19.3,0.0,2460,131,147,–,6.60,–,26.9,8.38,6.56,–,3270000,2930000,83.7,83700,54.6,0.848
WT,WT125X16.35,16.4,0.0,2090,129,146,–,6.10,–,27.2,7.16,7.99,–,2860000,2380000,49.5,49500,54.9,0.830
WT,WT125X14.2,14.2,0.0,1810,130,102,–,6.35,–,32.5,8.86,5.09,–,2780000,895000,48.3,48300,52.8,0.729
WT,WT125X12.65,12.7,0.0,1610,129,102,–,6.10,–,33.5,7.90,6.08,–,2520000,741000,32.3,32300,53.6,0.703
WT,WT125X11.15,11.2,0.0,1430,127,102,–,5.84,–,34.8,7.75,7.41,–,2270000,604000,21.6,21600,54.9,0.672
WT,WT125X8.95,8.95,0.01,1140,125,101,–,4.83,–,34.5,8.18,9.43,–,1810000,454000,11.3,11300,54.9,0.661
WT,WT100X50,50.0,0.1,6350,114,210,–,14.5,–,23.8,15.1,4.43,–,4540000,18400000,1040,1040000,61.2,0.962
WT,WT100X43,43.0,0.0,5510,111,209,–,13.0,–,22.2,13.2,5.07,–,3800000,15600000,691,691000,60.5,0.961
WT,WT100X35.5,35.5,0.0,4550,108,206,–,10.2,–,19.7,11.0,5.92,–,2850000,12700000,407,407000,59.4,0.966
WT,WT100X29.5,29.5,0.0,3790,105,205,–,9.14,–,18.7,9.25,7.21,–,2390000,10200000,232,232000,58.9,0.961
WT,WT100X26,26.0,0.0,3320,103,204,–,7.87,–,17.5,8.15,8.10,–,2010000,8870000,160,160000,58.4,0.963
WT,WT100X23.05,23.1,0.0,2940,102,203,–,7.24,–,17.0,7.24,9.19,–,1780000,7700000,111,111000,57.9,0.961
WT,WT100X20.85,20.9,0.0,2660,102,166,–,7.24,–,18.6,8.00,7.03,–,1760000,4500000,112,112000,50.3,0.935
WT,WT100X17.95,18.0,0.0,2280,101,165,–,6.22,–,17.7,6.91,8.12,–,1470000,3800000,72.0,72000,49.8,0.936
WT,WT100X15.65,15.7,0.0,1990,105,134,–,6.35,–,21.1,7.42,6.59,–,1620000,2030000,58.7,58700,45.7,0.877
WT,WT100X13.3,13.3,0.0,1700,103,133,–,5.84,–,21.2,6.38,7.95,–,1420000,1660000,35.6,35600,45.7,0.863
WT,WT100X11.25,11.3,0.0,1430,103,102,–,6.22,–,25.3,7.01,6.37,–,1370000,708000,28.3,28300,43.7,0.760
WT,WT100X9.65,9.65,0.01,1240,102,102,–,5.84,–,26.2,6.10,7.84,–,1200000,566000,18.0,18000,44.2,0.733
WT,WT100X7.5,7.50,0.01,955,100,100,–,4.32,–,24.2,4.78,9.61,–,895000,437000,8.82,8820,43.2,0.749
WT,WT75X18.55,18.6,0.0,2370,81.0,154,–,8.13,–,15.5,7.67,6.68,–,953000,3550000,95.3,95300,44.7,0.953
WT,WT75X14.9,14.9,0.0,1900,78.7,153,–,6.60,–,14.2,6.20,8.25,–,733000,2760000,49.9,49900,43.9,0.953
WT,WT75X11.25,11.3,0.0,1430,76.2,152,–,5.84,–,14.2,4.70,11.5,–,587000,1940000,21.0,21000,43.4,0.937
WT,WT75X12,12.0,0.0,1530,79.8,102,–,6.60,–,17.2,7.47,4.98,–,703000,920000,46.2,46200,34.8,0.880
WT,WT75X9,9.00,0.01,1150,76.7,102,–,5.84,–,17.2,5.64,7.14,–,549000,624000,18.7,18700,34.8,0.846
WT,WT75X6.75,6.75,0.01,865,74.9,100,–,4.32,–,15.8,4.32,9.16,–,395000,458000,8.41,8410,34.0,0.852
WT,WT75X6.5,6.50,0.01,813,74.2,100,–,4.32,–,16.2,4.06,10.1,–,377000,414000,6.91,6910,34.0,0.839
WT,WT65X14.05,14.1,0.0,1790,65.5,128,–,6.86,–,12.4,7.01,5.85,–,420000,1900000,65.3,65300,36.6,0.964
WT,WT65X11.9,11.9,0.0,1520,63.8,127,–,6.10,–,11.6,5.97,6.94,–,352000,1560000,39.9,39900,36.3,0.962
WT,WT50X9.65,9.65,0.01,1230,52.8,103,–,7.11,–,11.2,5.99,5.88,–,219000,803000,31.2,31200,29.5,0.947
MT,MT159X9.25,9.25,0.01,1170,159,95.3,–,3.94,–,44.2,9.45,8.22,–,3030000,416000,10.2,10200,68.3,0.634
MT,MT159X8.65,8.65,0.01,1100,159,88.9,–,3.94,–,46.7,20.5,8.29,–,2890000,315000,8.57,8570,69.9,0.602
MT,MT155X8.8,8.80,0.01,1120,152,78.0,–,4.50,–,48.0,28.7,6.82,–,2750000,226000,10.4,10400,68.8,0.567
MT,MT155X8.05,8.05,0.01,1030,152,78.0,–,4.06,–,47.2,26.7,7.31,–,2510000,211000,8.16,8160,68.3,0.574
MT,MT155X7.45,7.45,0.01,955,152,82.6,–,3.78,–,47.2,27.4,9.03,–,2340000,215000,6.04,6040,68.8,0.572
MT,MT125X6.7,6.70,0.01,858,127,68.3,–,3.99,–,39.1,20.5,6.53,–,1440000,140000,6.49,6490,56.4,0.585
MT,MT125X5.95,5.95,0.01,768,126,68.3,–,3.58,–,38.6,20.5,7.39,–,1280000,123000,4.66,4660,56.4,0.583
MT,MT125X5.6,5.60,0.01,716,127,68.3,–,3.30,–,38.4,19.3,7.77,–,1210000,117000,3.88,3880,56.4,0.588
MT,MT100X4.85,4.85,0.00,619,102,57.9,–,3.43,–,30.0,12.0,6.03,–,653000,78300,3.82,3820,44.2,0.612
MT,MT100X4.6,4.60,0.00,588,102,57.9,–,3.28,–,30.0,12.6,6.44,–,624000,73300,3.24,3240,44.5,0.608
MT,MT75X3.3,3.30,0.00,417,76.2,46.7,–,2.90,–,21.4,4.83,5.38,–,241000,37300,2.06,2060,32.3,0.646
MT,MT75X2.75,2.75,0.00,352,75.2,50.8,–,2.49,–,21.0,4.42,7.75,–,201000,35900,1.10,1100,32.5,0.644
MT,MT65X14.05,14.1,0.0,1790,63.5,127,–,8.03,–,13.0,7.01,6.01,–,437000,1810000,64.9,64900,36.3,0.955
MT,MT50X4.45,4.45,0.00,565,48.3,96.5,–,3.30,–,8.66,2.84,11.9,–,86600,305000,3.83,3830,27.4,0.942
ST,ST305X90,90.0,0.1,11500,312,204,–,20.3,–,92.2,32.0,3.69,–,108000000,17300000,2660,2660000,131,0.640
ST,ST305X79,79.0,0.1,10100,312,200,–,15.7,–,83.3,25.9,3.61,–,89900000,16000000,2100,2100000,124,0.686
ST,ST305X74.5,74.5,0.1,9480,305,184,–,18.9,–,97.5,54.9,4.17,–,89500000,9860000,1570,1570000,134,0.584
ST,ST305X67,67.0,0.1,8520,305,181,–,15.9,–,91.4,36.1,4.10,–,79100000,9280000,1250,1250000,130,0.615
ST,ST305X59.5,59.5,0.1,7550,305,178,–,12.7,–,83.8,23.1,4.02,–,67400000,8740000,1020,1020000,124,0.656
ST,ST255X71.5,71.5,0.1,9100,259,183,–,20.3,–,79.5,34.3,3.91,–,59500000,10400000,1730,1730000,111,0.625
ST,ST255X64,64.0,0.1,8190,259,179,–,16.8,–,73.9,24.7,3.84,–,51600000,9700000,1370,1370000,107,0.659
ST,ST255X56,56.0,0.1,7100,254,162,–,16.1,–,78.0,34.0,4.02,–,45400000,6160000,949,949000,109,0.613
ST,ST255X49.1,49.1,0.0,6260,254,159,–,12.8,–,71.4,21.4,3.94,–,38700000,5700000,741,741000,104,0.654
ST,ST230X52,52.0,0.1,6650,229,159,–,18.1,–,74.7,45.2,4.52,–,35200000,4990000,841,841000,102,0.582
ST,ST230X40.7,40.7,0.0,5170,229,152,–,11.7,–,63.8,18.7,4.34,–,25900000,4330000,483,483000,94.2,0.660
ST,ST190X37,37.0,0.0,4740,191,143,–,14.0,–,57.2,21.0,4.53,–,16900000,3240000,437,437000,81.8,0.635
ST,ST190X32,32.0,0.0,4060,191,140,–,10.4,–,51.1,15.4,4.42,–,13700000,2970000,318,318000,77.2,0.689
ST,ST155X37,37.0,0.0,4730,152,139,–,17.4,–,46.7,19.3,4.17,–,10400000,3240000,566,566000,66.0,0.662
ST,ST155X30.35,30.4,0.0,3850,152,133,–,11.7,–,40.1,14.7,3.98,–,7870000,2810000,350,350000,61.5,0.732
ST,ST155X26,26.0,0.0,3300,152,129,–,10.9,–,41.9,13.8,4.67,–,7160000,2050000,218,218000,63.2,0.695
ST,ST155X23.65,23.7,0.0,3000,152,127,–,8.89,–,38.4,12.2,4.60,–,6160000,1940000,182,182000,60.7,0.731
ST,ST125X26,26.0,0.0,3320,127,125,–,15.1,–,39.6,17.1,5.03,–,5200000,1730000,263,263000,56.6,0.653
ST,ST125X18.9,18.9,0.0,2400,127,118,–,7.90,–,30.5,10.2,4.75,–,3240000,1400000,125,125000,50.3,0.767
ST,ST100X17,17.0,0.0,2180,102,106,–,11.2,–,29.2,11.2,4.91,–,2080000,887000,113,113000,43.9,0.704
ST,ST100X13.7,13.7,0.0,1740,102,102,–,6.88,–,23.9,8.53,4.71,–,1450000,766000,69.5,69500,40.1,0.788
ST,ST75X12.85,12.9,0.0,1630,76.2,90.7,–,11.8,–,23.2,10.0,4.97,–,882000,475000,75.3,75300,34.3,0.705
ST,ST75X9.3,9.30,0.01,1180,76.2,84.6,–,5.89,–,17.6,6.88,4.64,–,524000,375000,34.5,34500,30.5,0.819
ST,ST65X7.5,7.50,0.01,942,63.5,76.2,–,5.44,–,14.5,6.07,4.60,–,279000,248000,23.6,23600,25.9,0.839
ST,ST50X7.05,7.05,0.01,903,50.8,71.1,–,8.28,–,14.0,6.35,4.78,–,192000,185000,24.6,24600,22.9,0.797
ST,ST50X5.75,5.75,0.01,729,50.8,67.6,–,4.90,–,11.4,5.18,4.54,–,128000,156000,15.2,15200,21.2,0.869
